year,gender,relation,population
2016,Unknown,Intimate Partner;Unknown,0
2016,Unknown,Other,0
2016,Unknown,Other;Unknown,1
2016,Unknown,Unknown,97
2017,Female,Family/Relative,341
2017,Female,Family/Relative;Other,8
2017,Female,Family/Relative;Unknown,7
2017,Female,Friend,181
2017,Female,Friend;Family/Relative,5
2017,Female,Friend;Family/Relative;Other,0
2017,Female,Friend;Other,11
2017,Female,Friend;Unknown,1
2017,Female,Intimate Partner,606
2017,Female,Intimate Partner;Family/Relative,13
2017,Female,Intimate Partner;Friend,3
2017,Female,Intimate Partner;Friend;Other,2
2017,Female,Intimate Partner;Other,5
2017,Female,Intimate Partner;Unknown,0
2017,Female,Other,476
2017,Female,Other;Unknown,3
2017,Female,Unknown,6481
2017,Male,Family/Relative,26
2017,Male,Family/Relative;Other,0
2017,Male,Family/Relative;Unknown,0
2017,Male,Friend,13
2017,Male,Friend;Family/Relative,1
2017,Male,Friend;Family/Relative;Other,0
2017,Male,Friend;Other,2
2017,Male,Friend;Unknown,1
2017,Male,Intimate Partner,5
2017,Male,Intimate Partner;Family/Relative,0
2017,Male,Intimate Partner;Friend,0
2017,Male,Intimate Partner;Friend;Other,0
2017,Male,Intimate Partner;Other,0
2017,Male,Intimate Partner;Unknown,0
2017,Male,Other,252
2017,Male,Other;Unknown,17
2017,Male,Unknown,1347
2017,Unknown,Family/Relative,0
2017,Unknown,Family/Relative;Other,0
2017,Unknown,Family/Relative;Unknown,0
2017,Unknown,Friend,0
2017,Unknown,Friend;Family/Relative,0
2017,Unknown,Friend;Family/Relative;Other,0
2017,Unknown,Friend;Other,0
2017,Unknown,Friend;Unknown,0
2017,Unknown,Intimate Partner,0
2017,Unknown,Intimate Partner;Family/Relative,0
2017,Unknown,Intimate Partner;Friend,0
2017,Unknown,Intimate Partner;Friend;Other,0
2017,Unknown,Intimate Partner;Other,0
2017,Unknown,Intimate Partner;Unknown,0
2017,Unknown,Other,5
2017,Unknown,Other;Unknown,0
2017,Unknown,Unknown,281
2018,Female,Family/Relative,0
2018,Female,Family/Relative;Other,0
2018,Female,Family/Relative;Unknown,0
2018,Female,Friend,0
2018,Female,Friend;Family/Relative,0
2018,Female,Friend;Family/Relative;Other,0
2018,Female,Friend;Other,0
2018,Female,Friend;Unknown,0
2018,Female,Intimate Partner,0
2018,Female,Intimate Partner;Family/Relative,0
2018,Female,Intimate Partner;Friend,0
2018,Female,Intimate Partner;Friend;Other,0
2018,Female,Intimate Partner;Other,0
2018,Female,Intimate Partner;Unknown,0
2018,Female,Other,0
2018,Female,Other;Unknown,0
2018,Female,Unknown,625
2018,Male,Family/Relative,0
2018,Male,Family/Relative;Other,0
2018,Male,Family/Relative;Unknown,0
2018,Male,Friend,0
2018,Male,Friend;Family/Relative,0
2018,Male,Friend;Family/Relative;Other,0
2018,Male,Friend;Other,0
2018,Male,Friend;Unknown,0
2018,Male,Intimate Partner,0
2018,Male,Intimate Partner;Family/Relative,0
2018,Male,Intimate Partner;Friend,0
2018,Male,Intimate Partner;Friend;Other,0
2018,Male,Intimate Partner;Other,0
2018,Male,Intimate Partner;Unknown,0
2018,Male,Other,0
2018,Male,Other;Unknown,0
2018,Male,Unknown,645
2018,Unknown,Family/Relative,0
2018,Unknown,Family/Relative;Other,0
2018,Unknown,Family/Relative;Unknown,0
2018,Unknown,Friend,0
2018,Unknown,Friend;Family/Relative,0
2018,Unknown,Friend;Family/Relative;Other,0
2018,Unknown,Friend;Other,0
2018,Unknown,Friend;Unknown,0
2018,Unknown,Intimate Partner,0
2018,Unknown,Intimate Partner;Family/Relative,0
2018,Unknown,Intimate Partner;Friend,0
2018,Unknown,Intimate Partner;Friend;Other,0
2018,Unknown,Intimate Partner;Other,0
2018,Unknown,Intimate Partner;Unknown,0
2018,Unknown,Other,0
2018,Unknown,Other;Unknown,0
2018,Unknown,Unknown,0
