2002,Female,Adult,Family/Relative,0
2002,Female,Adult,Family/Relative;Other,0
2002,Female,Adult,Family/Relative;Unknown,0
2002,Female,Adult,Friend,0
2002,Female,Adult,Friend;Family/Relative,0
2002,Female,Adult,Friend;Family/Relative;Other,0
2002,Female,Adult,Friend;Other,0
2002,Female,Adult,Friend;Unknown,0
2002,Female,Adult,Intimate Partner,0
2002,Female,Adult,Intimate Partner;Family/Relative,0
2002,Female,Adult,Intimate Partner;Friend,0
2002,Female,Adult,Intimate Partner;Friend;Other,0
2002,Female,Adult,Intimate Partner;Other,0
2002,Female,Adult,Intimate Partner;Unknown,0
2002,Female,Adult,Other,0
2002,Female,Adult,Other;Unknown,0
2002,Female,Adult,Unknown,1060
2002,Female,Minor,Family/Relative,0
2002,Female,Minor,Family/Relative;Other,0
2002,Female,Minor,Family/Relative;Unknown,0
2002,Female,Minor,Friend,0
2002,Female,Minor,Friend;Family/Relative,0
2002,Female,Minor,Friend;Family/Relative;Other,0
2002,Female,Minor,Friend;Other,0
2002,Female,Minor,Friend;Unknown,0
2002,Female,Minor,Intimate Partner,0
2002,Female,Minor,Intimate Partner;Family/Relative,0
2002,Female,Minor,Intimate Partner;Friend,0
2002,Female,Minor,Intimate Partner;Friend;Other,0
2002,Female,Minor,Intimate Partner;Other,0
2002,Female,Minor,Intimate Partner;Unknown,0
2002,Female,Minor,Other,0
2002,Female,Minor,Other;Unknown,0
2002,Female,Minor,Unknown,25
2002,Female,Unknown,Family/Relative,0
2002,Female,Unknown,Family/Relative;Other,0
2002,Female,Unknown,Family/Relative;Unknown,0
2002,Female,Unknown,Friend,0
2002,Female,Unknown,Friend;Family/Relative,0
2002,Female,Unknown,Friend;Family/Relative;Other,0
2002,Female,Unknown,Friend;Other,0
2002,Female,Unknown,Friend;Unknown,0
2002,Female,Unknown,Intimate Partner,0
2002,Female,Unknown,Intimate Partner;Family/Relative,0
2002,Female,Unknown,Intimate Partner;Friend,0
2002,Female,Unknown,Intimate Partner;Friend;Other,0
2002,Female,Unknown,Intimate Partner;Other,0
2002,Female,Unknown,Intimate Partner;Unknown,0
2002,Female,Unknown,Other,0
2002,Female,Unknown,Other;Unknown,0
2002,Female,Unknown,Unknown,31
2002,1,Adult,Family/Relative,0
2002,1,Adult,Family/Relative;Other,0
2002,1,Adult,Family/Relative;Unknown,0
2002,1,Adult,Friend,0
2002,1,Adult,Friend;Family/Relative,0
2002,1,Adult,Friend;Family/Relative;Other,0
2002,1,Adult,Friend;Other,0
2002,1,Adult,Friend;Unknown,0
2002,1,Adult,Intimate Partner,0
2002,1,Adult,Intimate Partner;Family/Relative,0
2002,1,Adult,Intimate Partner;Friend,0
2002,1,Adult,Intimate Partner;Friend;Other,0
2002,1,Adult,Intimate Partner;Other,0
2002,1,Adult,Intimate Partner;Unknown,0
2002,1,Adult,Other,0
2002,1,Adult,Other;Unknown,0
2002,1,Adult,Unknown,0
2002,1,Minor,Family/Relative,0
2002,1,Minor,Family/Relative;Other,0
2002,1,Minor,Family/Relative;Unknown,0
2002,1,Minor,Friend,0
2002,1,Minor,Friend;Family/Relative,0
